Contestant,Est_Fan_Share,Fan_Share_Std,Valid_Simulations,IsFinalWeek,Season,Week,Rule_Used
Laila Ali,0.11062266080138082,0.09513269907891851,1024,False,4,3,percent
Apolo Anton Ohno,0.08946032253420906,0.08160337908841075,1024,False,4,3,percent
Shandi Finnessey,0.03711003653807076,0.0031495714997868875,1024,False,4,3,percent
Heather Mills,0.09569531885076499,0.08626764872527332,1024,False,4,3,percent
Billy Ray Cyrus,0.10809280691132542,0.09074950502291,1024,False,4,3,percent
Joey Fatone,0.09762052694418043,0.08646584306370093,1024,False,4,3,percent
Leeza Gibbons,0.09823774196416422,0.08837198318596526,1024,False,4,3,percent
John Ratzenberger,0.13659300317855974,0.09966746955921872,2823,False,4,4,percent
Ian Ziering,0.11166968204537264,0.09531993946860737,2823,False,4,4,percent
Clyde Drexler,0.13963590960512515,0.1010837286280068,2823,False,4,4,percent
Laila Ali,0.113964023255063,0.0971507905181293,2823,False,4,4,percent
Apolo Anton Ohno,0.112747188632026,0.09585806096517979,2823,False,4,4,percent
Heather Mills,0.1125011285620647,0.09626092696322953,2823,False,4,4,percent
Billy Ray Cyrus,0.11165417906842837,0.09449547545897095,2823,False,4,4,percent
Joey Fatone,0.11444083917415586,0.09767552320868286,2823,False,4,4,percent
Leeza Gibbons,0.046794046479217075,0.007847548862820412,2823,False,4,4,percent
John Ratzenberger,0.1372302307652768,0.10664532519017556,5084,False,4,5,percent
Ian Ziering,0.13249911344859364,0.10412283929391904,5084,False,4,5,percent
Clyde Drexler,0.05994233366521052,0.01268939859962015,5084,False,4,5,percent
Laila Ali,0.13357943104249476,0.104678557680005,5084,False,4,5,percent
Apolo Anton Ohno,0.13203145542963718,0.10386806571411034,5084,False,4,5,percent
Heather Mills,0.13236832773142804,0.10401715040162739,5084,False,4,5,percent
Billy Ray Cyrus,0.1396559698079667,0.10444749820159854,5084,False,4,5,percent
Joey Fatone,0.1326931381093694,0.10506298218819,5084,False,4,5,percent
John Ratzenberger,0.2082363486664954,0.11379338021881454,1509,False,4,6,percent
Ian Ziering,0.16340280934533624,0.11144510653640388,1509,False,4,6,percent
Laila Ali,0.1319965118989158,0.10380797942038018,1509,False,4,6,percent
Apolo Anton Ohno,0.13241822405025003,0.10499127970730025,1509,False,4,6,percent
Heather Mills,0.06137280997212354,0.007606439182852331,1509,False,4,6,percent
Billy Ray Cyrus,0.16836538163124182,0.10845864848913099,1509,False,4,6,percent
Joey Fatone,0.13420791443563884,0.10362107947650309,1509,False,4,6,percent
John Ratzenberger,0.07879479614568712,0.012175524591810141,2843,False,4,7,percent
Ian Ziering,0.17854809880336422,0.11951986845062795,2843,False,4,7,percent
Laila Ali,0.16769915845339312,0.11753509555320198,2843,False,4,7,percent
Apolo Anton Ohno,0.17693774660761405,0.11818300233902868,2843,False,4,7,percent
Billy Ray Cyrus,0.23125183946248332,0.11725692891470837,2843,False,4,7,percent
Joey Fatone,0.16676836052746938,0.11700436779329067,2843,False,4,7,percent
Ian Ziering,0.24596757698130528,0.13270539337723514,4996,False,4,8,percent
Laila Ali,0.21577700116298085,0.13158954912588974,4996,False,4,8,percent
Apolo Anton Ohno,0.21440656174575337,0.13048373907973773,4996,False,4,8,percent
Billy Ray Cyrus,0.10832753794276478,0.021518182907564576,4996,False,4,8,percent
Joey Fatone,0.21552132216722936,0.130763372272124,4996,False,4,8,percent
Ian Ziering,0.1200000000000033,3.2751579226442118e-15,2470,False,4,9,percent
Laila Ali,0.298688259109317,0.13695318204655782,2470,False,4,9,percent
Apolo Anton Ohno,0.2957085020242967,0.137590765215749,2470,False,4,9,percent
Joey Fatone,0.2856032388664019,0.13298572443871545,2470,False,4,9,percent
Laila Ali,0.1818181818181857,3.885780586188048e-15,1605,True,4,10,percent
Apolo Anton Ohno,0.5454545454545311,1.4432899320127035e-14,1605,True,4,10,percent
Joey Fatone,0.27272727272726555,7.216449660063518e-15,1605,True,4,10,percent
Cameron Mathison,0.0865923925369197,0.08307177647988129,4173,False,5,1,percent
Jane Seymour,0.08712420667858164,0.08413239315046327,4173,False,5,1,percent
Sabrina Bryan,0.08783972085706539,0.083856842623611,4173,False,5,1,percent
Jennie Garth,0.08447155998357059,0.07893927494251154,4173,False,5,1,percent
Floyd Mayweather Jr. ,0.09289215995782985,0.08466794310907257,4173,False,5,1,percent
Josie Maran,0.03334277406996105,0.005854033939056643,4173,False,5,1,percent
Albert Reed,0.08499803099535122,0.08001682269334136,4173,False,5,1,percent
Helio Castroneves,0.08793675243000187,0.08443090967455126,4173,False,5,1,percent
Mel B,0.08864902952979829,0.08491548548961064,4173,False,5,1,percent
Wayne Newton,0.0924275221633817,0.08626719811002555,4173,False,5,1,percent
Marie Osmond,0.08591718583823285,0.08202171190140538,4173,False,5,1,percent
Mark Cuban,0.08780866495929938,0.08380327604750662,4173,False,5,1,percent
Cameron Mathison,0.08864251139071377,0.0834265836699547,535,False,5,2,percent
Jane Seymour,0.09131579420384574,0.08497103618151561,535,False,5,2,percent
Sabrina Bryan,0.07684370693698414,0.07654259109693581,535,False,5,2,percent
Jennie Garth,0.09495287357694925,0.08532823400692936,535,False,5,2,percent
Floyd Mayweather Jr. ,0.09023483888773089,0.08080084370024977,535,False,5,2,percent
Albert Reed,0.0319304165856785,0.0025682632497797484,535,False,5,2,percent
Helio Castroneves,0.08393213544999116,0.08204374644438402,535,False,5,2,percent
Mel B,0.08721720266555712,0.0864899558204661,535,False,5,2,percent
Wayne Newton,0.1497554168619967,0.0937047893876538,535,False,5,2,percent
Marie Osmond,0.08431295164706076,0.08236660171801721,535,False,5,2,percent
Mark Cuban,0.12086215179349252,0.09021187330630862,535,False,5,2,percent
Cameron Mathison,0.10633918147034115,0.09189738684204159,3828,False,5,3,percent
Jane Seymour,0.10302466144469417,0.09040053234875332,3828,False,5,3,percent
Sabrina Bryan,0.10542789197092496,0.09257802869781888,3828,False,5,3,percent
Jennie Garth,0.10307279542477828,0.08846302236802984,3828,False,5,3,percent
Floyd Mayweather Jr. ,0.11473569419179835,0.0974497081816922,3828,False,5,3,percent
Helio Castroneves,0.10389822239795679,0.09204358080119622,3828,False,5,3,percent
Mel B,0.10230350116660994,0.0901649372224278,3828,False,5,3,percent
Wayne Newton,0.041952869188688006,0.00738052005760386,3828,False,5,3,percent
Marie Osmond,0.10272003705749992,0.09120281290956707,3828,False,5,3,percent
Mark Cuban,0.11652514568669146,0.0958618604748225,3828,False,5,3,percent
Cameron Mathison,0.11895580109977283,0.0971783422214464,2980,False,5,4,percent
Jane Seymour,0.11936461433167067,0.0974853907988655,2980,False,5,4,percent
Sabrina Bryan,0.11618368493938767,0.09606644023122121,2980,False,5,4,percent
Jennie Garth,0.11578254431046058,0.0960666465875753,2980,False,5,4,percent
Floyd Mayweather Jr. ,0.04448156268799038,0.0049461501569747985,2980,False,5,4,percent
Helio Castroneves,0.1184012554826179,0.09789720205546226,2980,False,5,4,percent
Mel B,0.11869460310048605,0.09788544686900708,2980,False,5,4,percent
Marie Osmond,0.1159603321719319,0.09610106479384835,2980,False,5,4,percent
Mark Cuban,0.13217560187569477,0.10130025777385486,2980,False,5,4,percent
Cameron Mathison,0.13197338900063432,0.10300624240913783,3177,False,5,5,percent
Jane Seymour,0.12988007457785944,0.10097986564365462,3177,False,5,5,percent
Sabrina Bryan,0.13427516627049105,0.10677509897327228,3177,False,5,5,percent
Jennie Garth,0.1354645902002332,0.10435247531663674,3177,False,5,5,percent
Helio Castroneves,0.13807919961296516,0.10400966469287176,3177,False,5,5,percent
Mel B,0.12929963239121076,0.10313907300902037,3177,False,5,5,percent
Marie Osmond,0.14837563736619314,0.10457922798076219,3177,False,5,5,percent
Mark Cuban,0.05265231058041454,0.007105495755234731,3177,False,5,5,percent
Cameron Mathison,0.15620658802477017,0.10967839787161922,1560,False,5,6,percent
Jane Seymour,0.1869946551764732,0.11193443560156319,1560,False,5,6,percent
Sabrina Bryan,0.05934637752819597,0.005724445181466979,1560,False,5,6,percent
Jennie Garth,0.1449636222363494,0.10867346974282802,1560,False,5,6,percent
Helio Castroneves,0.13657436839255027,0.10567048060585117,1560,False,5,6,percent
Mel B,0.14290869063596293,0.10999757205767362,1560,False,5,6,percent
Marie Osmond,0.17300569800569846,0.11088299510978324,1560,False,5,6,percent
Cameron Mathison,0.18004347965601528,0.1136756309971618,1696,False,5,7,percent
Jane Seymour,0.06802721088435268,1.0685896612017132e-15,1696,False,5,7,percent
Jennie Garth,0.18568701065332047,0.11659012225650113,1696,False,5,7,percent
Helio Castroneves,0.19287479142600625,0.12327349684501822,1696,False,5,7,percent
Mel B,0.18085772044667103,0.11488631613378669,1696,False,5,7,percent
Marie Osmond,0.19250978693364285,0.12270869055325573,1696,False,5,7,percent
Cameron Mathison,0.09214842546880463,0.008889568714750322,2441,False,5,8,percent
Jennie Garth,0.23171668904392823,0.12674308475022975,2441,False,5,8,percent
Helio Castroneves,0.19842292706412118,0.1275344235455774,2441,False,5,8,percent
Mel B,0.23665064874095298,0.12772311302597775,2441,False,5,8,percent
Marie Osmond,0.2410613096822332,0.12782060009472468,2441,False,5,8,percent
Jennie Garth,0.12000000000000331,3.2890357104520263e-15,2475,False,5,9,percent
Helio Castroneves,0.29957171717172265,0.1371348168335088,2475,False,5,9,percent
Mel B,0.2931393939393987,0.13724196270421693,2475,False,5,9,percent
Marie Osmond,0.2872888888888945,0.1332286080305426,2475,False,5,9,percent
Helio Castroneves,0.5454545454545314,1.4099832412739488e-14,1585,True,5,10,percent
Mel B,0.2727272727272657,7.049916206369744e-15,1585,True,5,10,percent
Marie Osmond,0.18181818181818568,3.858025010572419e-15,1585,True,5,10,percent
Cristian de la Fuente,0.08518908886471875,0.08184221573804254,5789,False,6,2,percent
Steve Guttenberg,0.10140430403323786,0.08841569112167831,5789,False,6,2,percent
Priscilla Presley,0.0861932566013089,0.0824844483625147,5789,False,6,2,percent
Marlee Matlin,0.08558688348022121,0.08351959926451442,5789,False,6,2,percent
Shannon Elizabeth,0.08470099664668482,0.08146304225674869,5789,False,6,2,percent
Marissa Jaret Winokur,0.08525242932148716,0.08223785838151633,5789,False,6,2,percent
Jason Taylor,0.0849328192644725,0.08168158118534655,5789,False,6,2,percent
Kristi Yamaguchi,0.0868988474412484,0.08424233160159082,5789,False,6,2,percent
Monica Seles,0.06086012826062978,0.06518413945663366,5789,False,6,2,percent
Penn Jillette,0.0704777446622088,0.0735350482509885,5789,False,6,2,percent
Adam Carolla,0.08608449624563763,0.08217548167344789,5789,False,6,2,percent
Mario,0.08241900517814345,0.07914548933527839,5789,False,6,2,percent
Cristian de la Fuente,0.09548336897859301,0.08580600533233804,1471,False,6,3,percent
Steve Guttenberg,0.03719114182509299,0.003711104004602486,1471,False,6,3,percent
Priscilla Presley,0.09800873151534305,0.08777412959673822,1471,False,6,3,percent
Marlee Matlin,0.11045189151670998,0.0916444389667413,1471,False,6,3,percent
Shannon Elizabeth,0.10206861628940282,0.0921642121573524,1471,False,6,3,percent
Marissa Jaret Winokur,0.13498637939973232,0.10037620376718247,1471,False,6,3,percent
Jason Taylor,0.1018010580936533,0.09026055482542789,1471,False,6,3,percent
Kristi Yamaguchi,0.09972266971317624,0.09108223458333453,1471,False,6,3,percent
Adam Carolla,0.10882526663026121,0.09007780616958376,1471,False,6,3,percent
Mario,0.11146087603803091,0.09232687962899161,1471,False,6,3,percent
Cristian de la Fuente,0.11644597896590766,0.09572176003892596,4338,False,6,4,percent
Priscilla Presley,0.1265715377181677,0.10103291754017055,4338,False,6,4,percent
Marlee Matlin,0.11693935658875886,0.0966977554292906,4338,False,6,4,percent
Shannon Elizabeth,0.11739399608130627,0.09887065911623497,4338,False,6,4,percent
Marissa Jaret Winokur,0.11878203696730072,0.0976829814385621,4338,False,6,4,percent
Jason Taylor,0.11976077296733038,0.09914808870836803,4338,False,6,4,percent
Kristi Yamaguchi,0.11637768603502134,0.09678637356727586,4338,False,6,4,percent
Adam Carolla,0.04865240780114746,0.00818701023811887,4338,False,6,4,percent
Mario,0.11907622687506725,0.09755134855459999,4338,False,6,4,percent
Cristian de la Fuente,0.13604453020028792,0.1028188048640308,2844,False,6,5,percent
Priscilla Presley,0.05155068989713707,0.006385820400796332,2844,False,6,5,percent
Marlee Matlin,0.1483425157388463,0.10602010417350925,2844,False,6,5,percent
Shannon Elizabeth,0.13744345320053494,0.10513392565902621,2844,False,6,5,percent
Marissa Jaret Winokur,0.1346017127758343,0.10181753157348933,2844,False,6,5,percent
Jason Taylor,0.13118688058806802,0.10435085292703276,2844,False,6,5,percent
Kristi Yamaguchi,0.12992395329510026,0.1021220674426364,2844,False,6,5,percent
Mario,0.13090626430419158,0.10383588148839383,2844,False,6,5,percent
Cristian de la Fuente,0.1510368740223321,0.11130556067876354,3838,False,6,6,percent
Marlee Matlin,0.06453516165013584,0.00924285304387035,3838,False,6,6,percent
Shannon Elizabeth,0.15945852958501858,0.11086910837341794,3838,False,6,6,percent
Marissa Jaret Winokur,0.1569238263539291,0.11436070618382,3838,False,6,6,percent
Jason Taylor,0.163149807803751,0.1120002251695992,3838,False,6,6,percent
Kristi Yamaguchi,0.14950657745200482,0.10945227906434601,3838,False,6,6,percent
Mario,0.15538922313284168,0.11117113506155388,3838,False,6,6,percent
Cristian de la Fuente,0.21495908007873435,0.12002745323741044,1379,False,6,7,percent
Shannon Elizabeth,0.06802721088435273,1.0130785099704553e-15,1379,False,6,7,percent
Marissa Jaret Winokur,0.18489194082274127,0.11887243739199269,1379,False,6,7,percent
Jason Taylor,0.17731472574526716,0.11683814844844127,1379,False,6,7,percent
Kristi Yamaguchi,0.18277564833039994,0.11859166615291596,1379,False,6,7,percent
Mario,0.17203139413851276,0.11290048579835721,1379,False,6,7,percent
Cristian de la Fuente,0.2268066244735137,0.12512763653297548,1986,False,6,8,percent
Marissa Jaret Winokur,0.22711903029234742,0.12988677388196587,1986,False,6,8,percent
Jason Taylor,0.23121705956293548,0.12855411146436455,1986,False,6,8,percent
Kristi Yamaguchi,0.2272660447953283,0.1259662428519207,1986,False,6,8,percent
Mario,0.08759124087591359,1.1796119636642288e-15,1986,False,6,8,percent
Cristian de la Fuente,0.2943322475570081,0.13589776420215488,2456,False,6,9,percent
Marissa Jaret Winokur,0.1200000000000033,3.2751579226442118e-15,2456,False,6,9,percent
Jason Taylor,0.2972964169381163,0.1359938208269857,2456,False,6,9,percent
Kristi Yamaguchi,0.2883713355048913,0.1358779590833848,2456,False,6,9,percent
Cristian de la Fuente,0.18181818181818574,3.913536161803677e-15,1624,True,6,10,percent
Jason Taylor,0.2727272727272654,7.382983113757291e-15,1624,True,6,10,percent
Kristi Yamaguchi,0.5454545454545308,1.4765966227514582e-14,1624,True,6,10,percent
Ted McGinley,0.07656140544919281,0.0787658788939164,5911,False,7,1,percent
Cloris Leachman,0.08524151071581278,0.08178276692467143,5911,False,7,1,percent
Susan Lucci,0.07981125339278147,0.07851617681484825,5911,False,7,1,percent
Cody Linley,0.07826685619228847,0.07864046733306526,5911,False,7,1,percent
Misty May-Treanor,0.07957414276563883,0.07908481376215983,5911,False,7,1,percent
Maurice Greene,0.07937818204339198,0.07942302647256076,5911,False,7,1,percent
Warren Sapp,0.07904653903593158,0.07890571167795628,5911,False,7,1,percent
Jeffrey Ross,0.04172763052825236,0.0394689056926853,5911,False,7,1,percent
Toni Braxton,0.07909352791433809,0.07835632165706652,5911,False,7,1,percent
Lance Bass,0.07917098595098337,0.07833895645881164,5911,False,7,1,percent
Kim Kardashian,0.08159667561936555,0.08081589488487215,5911,False,7,1,percent
Rocco DiSpirito,0.08126295480359323,0.0793705910478843,5911,False,7,1,percent
Brooke Burke,0.07926833558841115,0.07949807291800662,5911,False,7,1,percent
Cloris Leachman,0.12520459501819517,0.09435071272295982,2158,False,7,2,percent
Susan Lucci,0.09080120072845602,0.08409411203619535,2158,False,7,2,percent
Cody Linley,0.09105188114158008,0.0861579294965284,2158,False,7,2,percent
Misty May-Treanor,0.08509210308926281,0.0816413926179764,2158,False,7,2,percent
Maurice Greene,0.09663824861759884,0.08747997546616607,2158,False,7,2,percent
Warren Sapp,0.08857414453489192,0.08419275724938968,2158,False,7,2,percent
Toni Braxton,0.09003828200179717,0.08600974924166145,2158,False,7,2,percent
Lance Bass,0.09207947985660427,0.08554395182075863,2158,False,7,2,percent
Kim Kardashian,0.03976845333611563,0.029964353383042826,2158,False,7,2,percent
Rocco DiSpirito,0.11244666972801076,0.09024035106453092,2158,False,7,2,percent
Brooke Burke,0.08830494194748685,0.08388987988484194,2158,False,7,2,percent
Cloris Leachman,0.1213435799948034,0.09980209876155535,4128,False,7,4,percent
